@RELATION empleo_recomendacion_simplificado

@ATTRIBUTE tipo_empleo_oferta {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE modalidad_oferta {Presencial, Remoto, Hibrido}
@ATTRIBUTE tipo_contrato_oferta {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_requerida NUMERIC
@ATTRIBUTE nivel_estudio_requerido {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_oferta {Tecnologia, Educacion, Salud, Construccion, Otros}

@ATTRIBUTE tipo_empleo_deseado {Tiempo_Completo, Medio_Tiempo, Por_Horas, Temporal}
@ATTRIBUTE preferencia_modalidad {Presencial, Remoto, Hibrido}
@ATTRIBUTE preferencia_contrato {Indefinido, Practicas, Obra_Servicio}
@ATTRIBUTE experiencia_persona NUMERIC
@ATTRIBUTE nivel_estudio_persona {Bachillerato, Tecnico, Grado, Master, Doctorado}
@ATTRIBUTE sector_persona {Tecnologia, Educacion, Salud, Construccion, Otros}
@ATTRIBUTE edad_persona NUMERIC

@ATTRIBUTE coincide_tipo_empleo {Si, No}
@ATTRIBUTE coincide_modalidad {Si, No}
@ATTRIBUTE coincide_contrato {Si, No}
@ATTRIBUTE coincide_estudios {Si, No}
@ATTRIBUTE coincide_sector {Si, No}
@ATTRIBUTE experiencia_suficiente {Si, No}

@ATTRIBUTE compatible {Si, No}

@DATA
Medio_Tiempo,Presencial,Practicas,6,Bachillerato,Salud,Por_Horas,Hibrido,Obra_Servicio,3,Grado,Educacion,42,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Indefinido,1,Bachillerato,Otros,Medio_Tiempo,Presencial,Indefinido,2,Tecnico,Construccion,60,Si,No,Si,Si,No,Si,Si
Por_Horas,Remoto,Obra_Servicio,1,Tecnico,Construccion,Por_Horas,Remoto,Obra_Servicio,1,Tecnico,Educacion,36,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Practicas,5,Bachillerato,Educacion,Temporal,Hibrido,Indefinido,6,Doctorado,Salud,35,No,No,No,Si,No,Si,No
Temporal,Hibrido,Practicas,3,Bachillerato,Salud,Temporal,Hibrido,Indefinido,6,Doctorado,Tecnologia,57,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,3,Tecnico,Otros,Por_Horas,Remoto,Obra_Servicio,6,Grado,Salud,30,No,No,Si,Si,No,Si,No
Temporal,Presencial,Obra_Servicio,4,Master,Construccion,Tiempo_Completo,Hibrido,Indefinido,5,Doctorado,Salud,60,No,No,No,Si,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,3,Tecnico,Construccion,Tiempo_Completo,Hibrido,Indefinido,4,Bachillerato,Tecnologia,33,Si,No,No,No,No,Si,No
Medio_Tiempo,Hibrido,Obra_Servicio,2,Tecnico,Educacion,Tiempo_Completo,Hibrido,Indefinido,2,Tecnico,Tecnologia,35,No,Si,No,Si,No,Si,No
Medio_Tiempo,Presencial,Indefinido,4,Doctorado,Educacion,Por_Horas,Hibrido,Practicas,3,Grado,Salud,41,No,No,No,No,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,3,Doctorado,Educacion,Temporal,Remoto,Indefinido,3,Tecnico,Otros,47,No,Si,No,No,No,Si,No
Por_Horas,Remoto,Practicas,6,Grado,Tecnologia,Por_Horas,Remoto,Practicas,4,Bachillerato,Tecnologia,45,Si,Si,Si,No,Si,No,Si
Tiempo_Completo,Presencial,Indefinido,3,Doctorado,Otros,Medio_Tiempo,Presencial,Indefinido,6,Grado,Otros,36,No,Si,Si,No,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,1,Bachillerato,Salud,Temporal,Remoto,Practicas,3,Master,Construccion,60,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,2,Bachillerato,Salud,Por_Horas,Hibrido,Indefinido,4,Doctorado,Construccion,43,No,Si,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Indefinido,5,Bachillerato,Educacion,Tiempo_Completo,Presencial,Practicas,3,Bachillerato,Salud,33,No,No,No,Si,No,No,No
Tiempo_Completo,Presencial,Practicas,4,Bachillerato,Otros,Medio_Tiempo,Presencial,Practicas,3,Doctorado,Tecnologia,22,No,Si,Si,Si,No,No,No
Temporal,Presencial,Practicas,6,Bachillerato,Salud,Tiempo_Completo,Presencial,Practicas,6,Grado,Educacion,50,No,Si,Si,Si,No,Si,Si
Por_Horas,Hibrido,Practicas,1,Bachillerato,Construccion,Medio_Tiempo,Presencial,Indefinido,6,Grado,Construccion,33,No,No,No,Si,Si,Si,No
Medio_Tiempo,Remoto,Obra_Servicio,6,Grado,Otros,Medio_Tiempo,Presencial,Obra_Servicio,3,Tecnico,Construccion,48,Si,No,Si,No,No,No,No
Por_Horas,Hibrido,Indefinido,1,Doctorado,Otros,Medio_Tiempo,Presencial,Indefinido,6,Master,Educacion,49,No,No,Si,No,No,Si,No
Temporal,Hibrido,Indefinido,4,Doctorado,Tecnologia,Por_Horas,Presencial,Practicas,3,Master,Tecnologia,24,No,No,No,No,Si,No,No
Temporal,Presencial,Indefinido,5,Master,Construccion,Temporal,Remoto,Obra_Servicio,5,Grado,Educacion,22,Si,No,No,No,No,Si,No
Por_Horas,Remoto,Indefinido,6,Tecnico,Educacion,Tiempo_Completo,Presencial,Obra_Servicio,1,Master,Tecnologia,34,No,No,No,Si,No,No,No
Por_Horas,Presencial,Indefinido,2,Master,Educacion,Tiempo_Completo,Presencial,Indefinido,5,Doctorado,Educacion,37,No,Si,Si,Si,Si,Si,Si
Temporal,Hibrido,Indefinido,4,Bachillerato,Salud,Temporal,Hibrido,Obra_Servicio,5,Grado,Educacion,24,Si,Si,No,Si,No,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,1,Master,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,5,Master,Otros,37,Si,Si,Si,Si,Si,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,6,Doctorado,Educacion,Temporal,Remoto,Obra_Servicio,6,Doctorado,Educacion,42,No,Si,Si,Si,Si,Si,Si
Medio_Tiempo,Presencial,Indefinido,2,Bachillerato,Otros,Medio_Tiempo,Remoto,Indefinido,6,Doctorado,Tecnologia,32,Si,No,Si,Si,No,Si,Si
Temporal,Hibrido,Obra_Servicio,2,Bachillerato,Construccion,Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Educacion,21,No,No,Si,Si,No,Si,No
Tiempo_Completo,Hibrido,Practicas,3,Master,Educacion,Temporal,Hibrido,Indefinido,4,Doctorado,Educacion,29,No,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Practicas,6,Master,Construccion,Tiempo_Completo,Presencial,Indefinido,6,Tecnico,Construccion,52,No,No,No,No,Si,Si,No
Temporal,Remoto,Indefinido,6,Master,Tecnologia,Temporal,Remoto,Practicas,6,Doctorado,Salud,45,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,1,Master,Otros,Por_Horas,Presencial,Indefinido,2,Master,Otros,49,Si,No,Si,Si,Si,Si,Si
Temporal,Hibrido,Practicas,4,Bachillerato,Educacion,Temporal,Remoto,Practicas,4,Doctorado,Educacion,25,Si,No,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Obra_Servicio,5,Bachillerato,Salud,Por_Horas,Hibrido,Practicas,5,Grado,Salud,26,Si,Si,No,Si,Si,Si,Si
Temporal,Hibrido,Practicas,4,Doctorado,Otros,Por_Horas,Presencial,Obra_Servicio,6,Tecnico,Construccion,49,No,No,No,No,No,Si,No
Tiempo_Completo,Presencial,Indefinido,3,Tecnico,Tecnologia,Temporal,Presencial,Practicas,1,Grado,Tecnologia,50,No,Si,No,Si,Si,No,No
Por_Horas,Presencial,Indefinido,3,Doctorado,Salud,Por_Horas,Remoto,Obra_Servicio,3,Doctorado,Salud,49,Si,No,No,Si,Si,Si,Si
Por_Horas,Remoto,Practicas,5,Tecnico,Construccion,Tiempo_Completo,Remoto,Indefinido,2,Bachillerato,Tecnologia,43,No,Si,No,No,No,No,No
Tiempo_Completo,Presencial,Practicas,4,Bachillerato,Otros,Por_Horas,Remoto,Obra_Servicio,3,Grado,Salud,22,No,No,No,Si,No,No,No
Medio_Tiempo,Presencial,Obra_Servicio,2,Grado,Salud,Por_Horas,Remoto,Obra_Servicio,3,Master,Salud,57,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Practicas,1,Doctorado,Educacion,Tiempo_Completo,Remoto,Practicas,3,Grado,Salud,41,No,No,Si,No,No,Si,No
Medio_Tiempo,Presencial,Obra_Servicio,6,Bachillerato,Educacion,Tiempo_Completo,Remoto,Obra_Servicio,2,Master,Tecnologia,40,No,No,Si,Si,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,1,Bachillerato,Educacion,Temporal,Presencial,Obra_Servicio,1,Bachillerato,Otros,45,No,No,Si,Si,No,Si,No
Temporal,Hibrido,Indefinido,2,Tecnico,Tecnologia,Tiempo_Completo,Remoto,Practicas,1,Grado,Construccion,53,No,No,No,Si,No,No,No
Medio_Tiempo,Remoto,Practicas,1,Master,Educacion,Temporal,Remoto,Obra_Servicio,6,Master,Educacion,49,No,Si,No,Si,Si,Si,Si
Medio_Tiempo,Remoto,Obra_Servicio,6,Grado,Construccion,Temporal,Remoto,Obra_Servicio,2,Master,Otros,55,No,Si,Si,Si,No,No,No
Medio_Tiempo,Remoto,Practicas,2,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Indefinido,3,Master,Educacion,57,Si,No,No,Si,No,Si,No
Medio_Tiempo,Remoto,Obra_Servicio,3,Doctorado,Construccion,Temporal,Presencial,Obra_Servicio,2,Master,Tecnologia,50,No,No,Si,No,No,No,No
Medio_Tiempo,Remoto,Obra_Servicio,1,Master,Otros,Medio_Tiempo,Hibrido,Indefinido,3,Doctorado,Salud,56,Si,No,No,Si,No,Si,No
Por_Horas,Presencial,Obra_Servicio,2,Grado,Construccion,Por_Horas,Presencial,Obra_Servicio,4,Master,Educacion,34,Si,Si,Si,Si,No,Si,Si
Tiempo_Completo,Hibrido,Practicas,3,Doctorado,Educacion,Por_Horas,Presencial,Obra_Servicio,1,Tecnico,Otros,25,No,No,No,No,No,No,No
Por_Horas,Remoto,Obra_Servicio,4,Doctorado,Salud,Tiempo_Completo,Remoto,Obra_Servicio,6,Bachillerato,Salud,33,No,Si,Si,No,Si,Si,Si
Tiempo_Completo,Hibrido,Obra_Servicio,1,Bachillerato,Educacion,Temporal,Hibrido,Obra_Servicio,2,Grado,Otros,25,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Practicas,5,Grado,Construccion,Temporal,Presencial,Indefinido,4,Tecnico,Otros,53,No,No,No,No,No,No,No
Temporal,Presencial,Indefinido,1,Doctorado,Salud,Por_Horas,Presencial,Obra_Servicio,6,Bachillerato,Educacion,29,No,Si,No,No,No,Si,No
Tiempo_Completo,Presencial,Obra_Servicio,2,Tecnico,Otros,Temporal,Presencial,Obra_Servicio,3,Grado,Otros,31,No,Si,Si,Si,Si,Si,Si
Por_Horas,Remoto,Indefinido,3,Doctorado,Educacion,Medio_Tiempo,Hibrido,Practicas,3,Master,Construccion,31,No,No,No,No,No,Si,No
Por_Horas,Presencial,Indefinido,5,Tecnico,Construccion,Temporal,Presencial,Indefinido,6,Doctorado,Construccion,33,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,6,Bachillerato,Salud,Por_Horas,Remoto,Practicas,6,Grado,Otros,56,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,2,Tecnico,Educacion,Medio_Tiempo,Remoto,Indefinido,3,Doctorado,Otros,40,Si,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,3,Master,Tecnologia,Medio_Tiempo,Presencial,Obra_Servicio,1,Grado,Otros,51,Si,No,Si,No,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,6,Grado,Educacion,Medio_Tiempo,Remoto,Practicas,4,Grado,Salud,33,No,Si,No,Si,No,No,No
Temporal,Remoto,Practicas,2,Bachillerato,Construccion,Por_Horas,Presencial,Obra_Servicio,2,Doctorado,Tecnologia,40,No,No,No,Si,No,Si,No
Temporal,Presencial,Obra_Servicio,5,Doctorado,Educacion,Temporal,Hibrido,Practicas,1,Tecnico,Salud,55,Si,No,No,No,No,No,No
Por_Horas,Presencial,Indefinido,5,Grado,Construccion,Medio_Tiempo,Presencial,Obra_Servicio,1,Bachillerato,Salud,51,No,Si,No,No,No,No,No
Por_Horas,Remoto,Indefinido,6,Bachillerato,Otros,Por_Horas,Presencial,Obra_Servicio,5,Doctorado,Salud,47,Si,No,No,Si,No,No,No
Tiempo_Completo,Presencial,Indefinido,5,Master,Construccion,Tiempo_Completo,Presencial,Practicas,6,Doctorado,Educacion,34,Si,Si,No,Si,No,Si,Si
Por_Horas,Remoto,Practicas,2,Doctorado,Construccion,Por_Horas,Presencial,Indefinido,6,Doctorado,Construccion,47,Si,No,No,Si,Si,Si,Si
Medio_Tiempo,Hibrido,Indefinido,6,Master,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,1,Tecnico,Construccion,50,Si,Si,No,No,No,No,No
Temporal,Hibrido,Indefinido,4,Master,Educacion,Tiempo_Completo,Hibrido,Indefinido,6,Doctorado,Salud,52,No,Si,Si,Si,No,Si,Si
Por_Horas,Remoto,Indefinido,2,Grado,Educacion,Por_Horas,Hibrido,Practicas,5,Master,Educacion,22,Si,No,No,Si,Si,Si,Si
Por_Horas,Presencial,Indefinido,6,Grado,Educacion,Medio_Tiempo,Hibrido,Obra_Servicio,2,Tecnico,Otros,26,No,No,No,No,No,No,No
Por_Horas,Remoto,Obra_Servicio,1,Grado,Construccion,Por_Horas,Hibrido,Practicas,5,Doctorado,Construccion,22,Si,No,No,Si,Si,Si,Si
Tiempo_Completo,Presencial,Obra_Servicio,6,Grado,Construccion,Temporal,Remoto,Obra_Servicio,6,Doctorado,Construccion,29,No,No,Si,Si,Si,Si,Si
Temporal,Remoto,Indefinido,6,Grado,Otros,Temporal,Remoto,Indefinido,4,Doctorado,Tecnologia,29,Si,Si,Si,Si,No,No,Si
Temporal,Hibrido,Practicas,6,Master,Tecnologia,Medio_Tiempo,Presencial,Practicas,6,Bachillerato,Tecnologia,22,No,No,Si,No,Si,Si,No
Por_Horas,Presencial,Indefinido,2,Master,Salud,Medio_Tiempo,Presencial,Practicas,1,Tecnico,Salud,40,No,Si,No,No,Si,No,No
Temporal,Presencial,Obra_Servicio,3,Grado,Otros,Medio_Tiempo,Remoto,Obra_Servicio,3,Master,Otros,45,No,No,Si,Si,Si,Si,Si
Medio_Tiempo,Presencial,Practicas,2,Tecnico,Otros,Medio_Tiempo,Hibrido,Indefinido,2,Doctorado,Tecnologia,49,Si,No,No,Si,No,Si,No
Temporal,Remoto,Practicas,4,Tecnico,Construccion,Temporal,Hibrido,Practicas,4,Bachillerato,Construccion,57,Si,No,Si,No,Si,Si,Si
Temporal,Remoto,Indefinido,3,Doctorado,Salud,Por_Horas,Presencial,Practicas,6,Bachillerato,Salud,37,No,No,No,No,Si,Si,No
Por_Horas,Hibrido,Practicas,6,Tecnico,Educacion,Tiempo_Completo,Hibrido,Obra_Servicio,6,Tecnico,Educacion,21,No,Si,No,Si,Si,Si,Si
Temporal,Remoto,Indefinido,3,Grado,Tecnologia,Tiempo_Completo,Remoto,Indefinido,4,Doctorado,Salud,29,No,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Indefinido,1,Bachillerato,Tecnologia,Tiempo_Completo,Remoto,Obra_Servicio,3,Master,Tecnologia,25,No,No,No,Si,Si,Si,No
Temporal,Remoto,Practicas,3,Bachillerato,Salud,Temporal,Remoto,Practicas,2,Master,Otros,55,Si,Si,Si,Si,No,No,Si
Medio_Tiempo,Remoto,Practicas,5,Bachillerato,Salud,Por_Horas,Remoto,Obra_Servicio,5,Grado,Tecnologia,42,No,Si,No,Si,No,Si,No
Por_Horas,Remoto,Practicas,6,Bachillerato,Otros,Por_Horas,Presencial,Indefinido,4,Tecnico,Construccion,39,Si,No,No,Si,No,No,No
Por_Horas,Remoto,Obra_Servicio,3,Grado,Construccion,Por_Horas,Hibrido,Indefinido,1,Tecnico,Educacion,21,Si,No,No,No,No,No,No
Medio_Tiempo,Remoto,Practicas,1,Grado,Tecnologia,Medio_Tiempo,Remoto,Obra_Servicio,3,Grado,Tecnologia,42,Si,Si,No,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Practicas,5,Tecnico,Otros,Temporal,Hibrido,Indefinido,6,Tecnico,Otros,58,No,Si,No,Si,Si,Si,Si
Temporal,Presencial,Obra_Servicio,6,Bachillerato,Tecnologia,Medio_Tiempo,Presencial,Practicas,1,Doctorado,Construccion,24,No,Si,No,Si,No,No,No
Por_Horas,Presencial,Practicas,4,Doctorado,Tecnologia,Tiempo_Completo,Presencial,Practicas,6,Tecnico,Tecnologia,23,No,Si,Si,No,Si,Si,Si
Tiempo_Completo,Presencial,Practicas,1,Tecnico,Tecnologia,Temporal,Presencial,Indefinido,1,Master,Tecnologia,57,No,Si,No,Si,Si,Si,Si
Tiempo_Completo,Presencial,Indefinido,3,Master,Salud,Tiempo_Completo,Hibrido,Practicas,3,Master,Salud,57,Si,No,No,Si,Si,Si,Si
Por_Horas,Remoto,Practicas,5,Grado,Otros,Por_Horas,Remoto,Practicas,6,Master,Otros,22,Si,Si,Si,Si,Si,Si,Si
Temporal,Presencial,Indefinido,6,Doctorado,Tecnologia,Tiempo_Completo,Presencial,Obra_Servicio,3,Grado,Otros,60,No,Si,No,No,No,No,No
Temporal,Remoto,Indefinido,1,Doctorado,Tecnologia,Temporal,Hibrido,Obra_Servicio,1,Master,Salud,30,Si,No,No,No,No,Si,No
Temporal,Presencial,Practicas,4,Tecnico,Construccion,Tiempo_Completo,Presencial,Practicas,6,Master,Construccion,31,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Presencial,Obra_Servicio,4,Doctorado,Salud,Tiempo_Completo,Hibrido,Practicas,5,Grado,Otros,28,Si,No,No,No,No,Si,No
Por_Horas,Hibrido,Obra_Servicio,5,Tecnico,Tecnologia,Por_Horas,Hibrido,Indefinido,5,Doctorado,Salud,54,Si,Si,No,Si,No,Si,Si
Tiempo_Completo,Remoto,Indefinido,3,Grado,Educacion,Temporal,Presencial,Practicas,3,Bachillerato,Construccion,46,No,No,No,No,No,Si,No
Por_Horas,Presencial,Practicas,2,Doctorado,Educacion,Por_Horas,Remoto,Indefinido,5,Doctorado,Construccion,20,Si,No,No,Si,No,Si,No
Temporal,Presencial,Indefinido,1,Tecnico,Salud,Temporal,Remoto,Obra_Servicio,3,Master,Educacion,59,Si,No,No,Si,No,Si,No
Medio_Tiempo,Hibrido,Practicas,1,Grado,Tecnologia,Temporal,Hibrido,Practicas,5,Grado,Salud,53,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,2,Grado,Salud,Temporal,Hibrido,Indefinido,2,Grado,Educacion,43,No,Si,No,Si,No,Si,No
Tiempo_Completo,Remoto,Practicas,2,Bachillerato,Tecnologia,Tiempo_Completo,Hibrido,Practicas,5,Bachillerato,Otros,35,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,4,Grado,Educacion,Medio_Tiempo,Presencial,Practicas,6,Doctorado,Salud,46,Si,No,Si,Si,No,Si,Si
Temporal,Hibrido,Practicas,1,Doctorado,Tecnologia,Tiempo_Completo,Hibrido,Practicas,3,Doctorado,Salud,33,No,Si,Si,Si,No,Si,Si
Temporal,Hibrido,Practicas,3,Doctorado,Educacion,Por_Horas,Remoto,Practicas,3,Master,Salud,42,No,No,Si,No,No,Si,No
Temporal,Hibrido,Obra_Servicio,3,Tecnico,Otros,Por_Horas,Hibrido,Indefinido,5,Doctorado,Otros,53,No,Si,No,Si,Si,Si,Si
Temporal,Presencial,Practicas,2,Tecnico,Salud,Por_Horas,Hibrido,Practicas,2,Tecnico,Salud,55,No,No,Si,Si,Si,Si,Si
Por_Horas,Hibrido,Practicas,4,Tecnico,Salud,Por_Horas,Hibrido,Indefinido,6,Tecnico,Salud,60,Si,Si,No,Si,Si,Si,Si
Por_Horas,Presencial,Obra_Servicio,4,Grado,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,5,Master,Salud,52,No,No,Si,Si,No,Si,No
Medio_Tiempo,Presencial,Obra_Servicio,6,Grado,Tecnologia,Temporal,Remoto,Obra_Servicio,6,Tecnico,Construccion,49,No,No,Si,No,No,Si,No
Medio_Tiempo,Remoto,Practicas,5,Master,Educacion,Temporal,Remoto,Practicas,2,Bachillerato,Salud,54,No,Si,Si,No,No,No,No
Medio_Tiempo,Hibrido,Indefinido,2,Bachillerato,Salud,Medio_Tiempo,Presencial,Indefinido,4,Doctorado,Tecnologia,34,Si,No,Si,Si,No,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,1,Grado,Construccion,Tiempo_Completo,Presencial,Obra_Servicio,4,Bachillerato,Salud,26,Si,No,Si,No,No,Si,No
Medio_Tiempo,Presencial,Indefinido,3,Bachillerato,Construccion,Tiempo_Completo,Presencial,Indefinido,3,Grado,Construccion,60,No,Si,Si,Si,Si,Si,Si
Temporal,Hibrido,Obra_Servicio,5,Grado,Salud,Medio_Tiempo,Presencial,Obra_Servicio,5,Master,Salud,54,No,No,Si,Si,Si,Si,Si
Tiempo_Completo,Remoto,Practicas,4,Grado,Salud,Tiempo_Completo,Remoto,Indefinido,1,Grado,Construccion,60,Si,Si,No,Si,No,No,No
Por_Horas,Remoto,Indefinido,4,Master,Salud,Por_Horas,Remoto,Obra_Servicio,2,Doctorado,Salud,45,Si,Si,No,Si,Si,No,Si
Por_Horas,Remoto,Practicas,4,Tecnico,Construccion,Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Construccion,24,Si,Si,No,Si,Si,Si,Si
Tiempo_Completo,Presencial,Practicas,2,Master,Salud,Por_Horas,Hibrido,Obra_Servicio,1,Master,Construccion,35,No,No,No,Si,No,No,No
Temporal,Presencial,Practicas,2,Master,Otros,Tiempo_Completo,Presencial,Practicas,4,Bachillerato,Educacion,40,No,Si,Si,No,No,Si,No
Tiempo_Completo,Remoto,Indefinido,1,Bachillerato,Construccion,Tiempo_Completo,Remoto,Indefinido,3,Tecnico,Educacion,51,Si,Si,Si,Si,No,Si,Si
Por_Horas,Presencial,Obra_Servicio,2,Bachillerato,Tecnologia,Tiempo_Completo,Presencial,Obra_Servicio,5,Master,Tecnologia,23,No,Si,Si,Si,Si,Si,Si
Temporal,Presencial,Practicas,6,Tecnico,Educacion,Temporal,Presencial,Indefinido,6,Grado,Educacion,39,Si,Si,No,Si,Si,Si,Si
Tiempo_Completo,Remoto,Obra_Servicio,6,Master,Otros,Por_Horas,Hibrido,Practicas,5,Tecnico,Construccion,47,No,No,No,No,No,No,No
Temporal,Hibrido,Indefinido,2,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Indefinido,3,Master,Educacion,42,No,Si,Si,Si,No,Si,Si
Medio_Tiempo,Hibrido,Obra_Servicio,3,Bachillerato,Construccion,Por_Horas,Presencial,Practicas,3,Grado,Otros,58,No,No,No,Si,No,Si,No
Medio_Tiempo,Remoto,Obra_Servicio,4,Grado,Construccion,Tiempo_Completo,Remoto,Obra_Servicio,5,Master,Construccion,27,No,Si,Si,Si,Si,Si,Si
Tiempo_Completo,Presencial,Indefinido,1,Bachillerato,Construccion,Tiempo_Completo,Presencial,Practicas,4,Tecnico,Tecnologia,32,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Indefinido,2,Bachillerato,Construccion,Medio_Tiempo,Hibrido,Practicas,5,Doctorado,Construccion,42,Si,Si,No,Si,Si,Si,Si
Tiempo_Completo,Presencial,Indefinido,1,Master,Tecnologia,Tiempo_Completo,Presencial,Indefinido,4,Bachillerato,Otros,29,Si,Si,Si,No,No,Si,Si
Medio_Tiempo,Presencial,Obra_Servicio,3,Doctorado,Otros,Medio_Tiempo,Remoto,Obra_Servicio,6,Doctorado,Educacion,60,Si,No,Si,Si,No,Si,Si
Medio_Tiempo,Remoto,Indefinido,5,Doctorado,Tecnologia,Temporal,Presencial,Indefinido,2,Master,Tecnologia,28,No,No,Si,No,Si,No,No
Medio_Tiempo,Remoto,Indefinido,5,Tecnico,Tecnologia,Por_Horas,Presencial,Indefinido,3,Doctorado,Construccion,23,No,No,Si,Si,No,No,No
Por_Horas,Hibrido,Obra_Servicio,1,Grado,Tecnologia,Tiempo_Completo,Hibrido,Indefinido,6,Bachillerato,Salud,35,No,Si,No,No,No,Si,No
Tiempo_Completo,Remoto,Obra_Servicio,1,Master,Salud,Tiempo_Completo,Hibrido,Practicas,2,Doctorado,Salud,42,Si,No,No,Si,Si,Si,Si
Tiempo_Completo,Hibrido,Practicas,2,Doctorado,Tecnologia,Tiempo_Completo,Hibrido,Indefinido,5,Doctorado,Otros,34,Si,Si,No,Si,No,Si,Si
Medio_Tiempo,Hibrido,Practicas,6,Master,Otros,Medio_Tiempo,Hibrido,Obra_Servicio,4,Tecnico,Otros,21,Si,Si,No,No,Si,No,No
Medio_Tiempo,Remoto,Obra_Servicio,4,Bachillerato,Educacion,Medio_Tiempo,Presencial,Obra_Servicio,3,Master,Salud,53,Si,No,Si,Si,No,No,No
Por_Horas,Hibrido,Practicas,3,Tecnico,Construccion,Tiempo_Completo,Presencial,Practicas,4,Tecnico,Educacion,44,No,No,Si,Si,No,Si,No
Medio_Tiempo,Presencial,Indefinido,5,Master,Otros,Tiempo_Completo,Hibrido,Obra_Servicio,6,Bachillerato,Otros,37,No,No,No,No,Si,Si,No
Temporal,Remoto,Indefinido,1,Tecnico,Otros,Medio_Tiempo,Remoto,Obra_Servicio,3,Doctorado,Otros,44,No,Si,No,Si,Si,Si,Si
Por_Horas,Remoto,Obra_Servicio,6,Doctorado,Construccion,Medio_Tiempo,Presencial,Indefinido,3,Doctorado,Tecnologia,53,No,No,No,Si,No,No,No
Medio_Tiempo,Hibrido,Practicas,5,Master,Educacion,Temporal,Presencial,Indefinido,4,Tecnico,Tecnologia,52,No,No,No,No,No,No,No
Tiempo_Completo,Remoto,Obra_Servicio,1,Doctorado,Tecnologia,Tiempo_Completo,Hibrido,Obra_Servicio,6,Doctorado,Construccion,22,Si,No,Si,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,1,Tecnico,Construccion,Por_Horas,Hibrido,Obra_Servicio,1,Master,Tecnologia,41,Si,Si,No,Si,No,Si,Si
Por_Horas,Hibrido,Indefinido,3,Tecnico,Tecnologia,Temporal,Remoto,Indefinido,4,Tecnico,Otros,35,No,No,Si,Si,No,Si,No
Medio_Tiempo,Remoto,Obra_Servicio,6,Master,Educacion,Medio_Tiempo,Remoto,Practicas,1,Master,Salud,40,Si,Si,No,Si,No,No,No
Por_Horas,Hibrido,Indefinido,5,Bachillerato,Construccion,Por_Horas,Presencial,Practicas,1,Doctorado,Otros,47,Si,No,No,Si,No,No,No
Temporal,Hibrido,Obra_Servicio,2,Doctorado,Educacion,Temporal,Hibrido,Obra_Servicio,5,Tecnico,Educacion,32,Si,Si,Si,No,Si,Si,Si
Temporal,Presencial,Practicas,4,Grado,Educacion,Temporal,Presencial,Practicas,4,Tecnico,Educacion,29,Si,Si,Si,No,Si,Si,Si
Temporal,Hibrido,Obra_Servicio,3,Bachillerato,Tecnologia,Tiempo_Completo,Hibrido,Indefinido,3,Grado,Tecnologia,54,No,Si,No,Si,Si,Si,Si
Temporal,Presencial,Indefinido,4,Master,Educacion,Temporal,Presencial,Obra_Servicio,5,Doctorado,Otros,31,Si,Si,No,Si,No,Si,Si
